Stasjon	Dato	Dyp	Temperatur	Salt	Kalibrert_temperatur	Kalibrert_salt
Ingoy	17.03.1986	1	3.52	34.486	3.52	34.486
Ingoy	26.03.1986	1	2.73	34.286	2.73	34.286
Ingoy	06.04.1986	1	2.76	34.35	2.76	34.35
Ingoy	19.04.1986	1	2.83	34.329	2.83	34.329
Ingoy	28.04.1986	1	4.02	34.156	4.02	34.156
Ingoy	09.05.1986	1	3.8	34.605	3.8	34.605
Ingoy	21.05.1986	1	4.65	33.726	4.65	33.726
Ingoy	02.06.1986	1	6.52	34.415	6.52	34.415
Ingoy	26.06.1986	1	8.89	33.884	8.89	33.884
Ingoy	09.07.1986	1	9.59	33.973	9.59	33.973
Ingoy	24.07.1986	1	8.49	34.067	8.49	34.067
Ingoy	15.08.1986	1	9.13	33.976	9.13	33.976
Ingoy	24.08.1986	1	8.97	34.011	8.97	34.011
Ingoy	02.09.1986	1	8.95	33.917	8.95	33.917
Ingoy	10.09.1986	1	8.52	33.921	8.52	33.921
Ingoy	26.09.1986	1	6.95	6.95		
Ingoy	08.10.1986	1	6.65	33.966	6.65	33.966
Ingoy	18.10.1986	1	4.6	34.007	4.6	34.007
Ingoy	29.10.1986	1	6.41	34.137	6.41	34.137
Ingoy	09.11.1986	1	5.84	34.008	5.84	34.008
Ingoy	20.11.1986	1	6.59	33.955	6.59	33.955
Ingoy	03.12.1986	1	3.91	34.099	3.91	34.099
Ingoy	17.12.1986	1	4.33	34.25	4.33	34.25
Ingoy	03.01.1987	1	4.37	34.182	4.37	34.182
Ingoy	15.01.1987	1	4.01	34.297	4.01	34.297
Ingoy	27.01.1987	1	3.04	34.274	3.04	34.274
Ingoy	08.02.1987	1	2.8	34.325	2.8	34.325
Ingoy	11.02.1987	1	2.75	34.256	2.75	34.256
Ingoy	21.02.1987	1	2.82	34.358	2.82	34.358
Ingoy	09.03.1987	1	2.7	34.331	2.7	34.331
Ingoy	18.03.1987	1	2.65	34.358	2.65	34.358
Ingoy	26.03.1987	1	3.14	34.368	3.14	34.368
Ingoy	03.04.1987	1	2.27	34.244	2.27	34.244
Ingoy	12.04.1987	1	2.65	34.331	2.65	34.331
Ingoy	23.04.1987	1	2.56	34.333	2.56	34.333
Ingoy	04.05.1987	1	3.51	34.338	3.51	34.338
Ingoy	15.05.1987	1	3.71	34.336	3.71	34.336
Ingoy	26.05.1987	1	4.27	34.281	4.27	34.281
Ingoy	05.06.1987	1	5.03	34.317	5.03	34.317
Ingoy	16.06.1987	1	6.15	34.254	6.15	34.254
Ingoy	24.06.1987	1	5.54	34.216	5.54	34.216
Ingoy	03.07.1987	1	6.48	34.539	6.48	34.539
Ingoy	14.07.1987	1	6.4	34.352	6.4	34.352
Ingoy	25.07.1987	1	6.23	34.213	6.23	34.213
Ingoy	02.08.1987	1	7.74	34.459	7.74	34.459
Ingoy	09.08.1987	1	8.24	34.156	8.24	34.156
Ingoy	19.08.1987	1	7.96	33.868	7.96	33.868
Ingoy	29.08.1987	1	6.85	34.227	6.85	34.227
Ingoy	08.09.1987	1	7.08	34.205	7.08	34.205
Ingoy	18.09.1987	1	7.1	34.116	7.1	34.116
Ingoy	29.09.1987	1	7.21	34.305	7.21	34.305
Ingoy	09.10.1987	1	6.93	34.237	6.93	34.237
Ingoy	19.10.1987	1	6.91	34.346	6.91	34.346
Ingoy	30.10.1987	1	6.19	34.226	6.19	34.226
Ingoy	08.11.1987	1	5.99	34.273	5.99	34.273
Ingoy	17.11.1987	1	5.6	34.419	5.6	34.419
Ingoy	29.11.1987	1	5.29	34.442	5.29	34.442
Ingoy	12.12.1987	1	4.9	34.218	4.9	34.218
Ingoy	28.12.1987	1	4.69	34.101	4.69	34.101
Ingoy	09.01.1988	1	4.22	4.22		
Ingoy	20.01.1988	1	3.88	3.88		
Ingoy	03.02.1988	1	3.72	3.72		
Ingoy	12.02.1988	1	3.85	34.121	3.85	34.121
Ingoy	24.02.1988	1	4.19	34.206	4.19	34.206
Ingoy	06.03.1988	1	3.92	34.096	3.92	34.096
Ingoy	15.03.1988	1	4.03	34.068	4.03	34.068
Ingoy	23.03.1988	1	3.87	33.949	3.87	33.949
Ingoy	02.04.1988	1	3.69	34.102	3.69	34.102
Ingoy	11.04.1988	1	3.93	34.07	3.93	34.07
Ingoy	19.04.1988	1	3.52	34.18	3.52	34.18
Ingoy	28.04.1988	1	3.93	34.199	3.93	34.199
Ingoy	06.05.1988	1	4.62	34.164	4.62	34.164
Ingoy	15.05.1988	1	4.42	34.176	4.42	34.176
Ingoy	24.05.1988	1	4.8	34.115	4.8	34.115
Ingoy	03.06.1988	1	5.48	33.997	5.48	33.997
Ingoy	12.06.1988	1	5.55	34.172	5.55	34.172
Ingoy	22.06.1988	1	7.77	34.095	7.77	34.095
Ingoy	01.07.1988	1	7.62	34.07	7.62	34.07
Ingoy	10.07.1988	1	9.12	34.002	9.12	34.002
Ingoy	18.07.1988	1	10.14	33.458	10.14	33.458
Ingoy	27.07.1988	1	8.85	33.777	8.85	33.777
Ingoy	05.08.1988	1	10.45	33.527	10.45	33.527
Ingoy	14.08.1988	1	8.53	33.805	8.53	33.805
Ingoy	21.08.1988	1	10.07	33.867	10.07	33.867
Ingoy	30.08.1988	1	8.84	33.855	8.84	33.855
Ingoy	16.09.1988	1	6.65	33.174	6.65	33.174
Ingoy	27.09.1988	1	6.51	33.902	6.51	33.902
Ingoy	13.10.1988	1	6.35	33.848	6.35	33.848
Ingoy	30.10.1988	1	5.58	33.841	5.58	33.841
Ingoy	09.11.1988	1	5.5	33.859	5.5	33.859
Ingoy	19.11.1988	1	5.73	33.888	5.73	33.888
Ingoy	03.12.1988	1	5.57	33.769	5.57	33.769
Ingoy	15.12.1988	1	4.15	33.921	4.15	33.921
Ingoy	28.12.1988	1	4.98	34.062	4.98	34.062
Ingoy	08.01.1989	1	3.95	33.843	3.95	33.843
Ingoy	19.01.1989	1	4.17	33.839	4.17	33.839
Ingoy	01.02.1989	1	4.39	33.882	4.39	33.882
Ingoy	15.02.1989	1	4.06	34.117	4.06	34.117
Ingoy	28.02.1989	1	3.68	34.07	3.68	34.07
Ingoy	12.03.1989	1	4.08	34.098	4.08	34.098
Ingoy	26.03.1989	1	4.49	34.083	4.49	34.083
Ingoy	05.04.1989	1	5.52	34.068	5.52	34.068
Ingoy	14.04.1989	1	5.03	34.054	5.03	34.054
Ingoy	27.04.1989	1	5.01	34.009	5.01	34.009
Ingoy	11.05.1989	1	5.63	34.047	5.63	34.047
Ingoy	29.05.1989	1	5.96	34.227	5.96	34.227
Ingoy	10.06.1989	1	6.69	34.055	6.69	34.055
Ingoy	21.06.1989	1	7.94	33.806	7.94	33.806
Ingoy	02.07.1989	1	8.4	34.121	8.4	34.121
Ingoy	13.07.1989	1	9.31	33.767	9.31	33.767
Ingoy	25.07.1989	1	8.91	33.878	8.91	33.878
Ingoy	09.08.1989	1	9.87	33.734	9.87	33.734
Ingoy	19.08.1989	1	9.84	33.897	9.84	33.897
Ingoy	02.09.1989	1	10.16	33.977	10.16	33.977
Ingoy	13.09.1989	1	9.68	33.804	9.68	33.804
Ingoy	21.09.1989	1	8.83	33.758	8.83	33.758
Ingoy	01.10.1989	1	8.63	33.91	8.63	33.91
Ingoy	09.10.1989	1	8.27	33.731	8.27	33.731
Ingoy	17.10.1989	1	8.09	33.831	8.09	33.831
Ingoy	26.10.1989	1	7.73	33.805	7.73	33.805
Ingoy	05.11.1989	1	7.88	33.74	7.88	33.74
Ingoy	11.11.1989	1	7.43	33.758	7.43	33.758
Ingoy	20.11.1989	1	6.71	33.874	6.71	33.874
Ingoy	30.11.1989	1	6.73	33.848	6.73	33.848
Ingoy	15.12.1989	1	4.42	34.137	4.42	34.137
Ingoy	28.12.1989	1	4.63	34.196	4.63	34.196
Ingoy	11.01.1990	1	4.45	34.145	4.45	34.145
Ingoy	21.01.1990	1	4.35	34.152	4.35	34.152
Ingoy	01.02.1990	1	4.76	34.27	4.76	34.27
Ingoy	13.02.1990	1	4.04	34.088	4.04	34.088
Ingoy	21.02.1990	1	4.46	34.303	4.46	34.303
Ingoy	01.03.1990	1	4.35	34.261	4.35	34.261
Ingoy	12.03.1990	1	4.26	34.268	4.26	34.268
Ingoy	25.03.1990	1	3.96	33.957	3.96	33.957
Ingoy	10.04.1990	1	4.78	34.266	4.78	34.266
Ingoy	21.04.1990	1	5.52	34.467	5.52	34.467
Ingoy	02.05.1990	1	5.62	34.136	5.62	34.136
Ingoy	11.05.1990	1	6.38	34.135	6.38	34.135
Ingoy	21.05.1990	1	6.6	34.261	6.6	34.261
Ingoy	01.06.1990	1	7.36	33.922	7.36	33.922
Ingoy	14.06.1990	1	7.44	34.2	7.44	34.2
Ingoy	22.06.1990	1	10.6	33.898	10.6	33.898
Ingoy	05.07.1990	1	10.57	34.135	10.57	34.135
Ingoy	16.07.1990	1	10.3	33.827	10.3	33.827
Ingoy	29.07.1990	1	11.25	33.564	11.25	33.564
Ingoy	10.08.1990	1	11.51	33.681	11.51	33.681
Ingoy	27.08.1990	1	9.54	34.082	9.54	34.082
Ingoy	03.09.1990	1	8.81	34.227	8.81	34.227
Ingoy	15.09.1990	1	8.8	34.086	8.8	34.086
Ingoy	26.09.1990	1	8.64	34.048	8.64	34.048
Ingoy	07.10.1990	1	8.53	34.033	8.53	34.033
Ingoy	18.10.1990	1	8.08	34.043	8.08	34.043
Ingoy	29.10.1990	1	8.09	34.003	8.09	34.003
Ingoy	10.11.1990	1	6.9	33.938	6.9	33.938
Ingoy	22.11.1990	1	6.73	34.037	6.73	34.037
Ingoy	02.12.1990	1	6.01	34.055	6.01	34.055
Ingoy	16.12.1990	1	5.24	34.046	5.24	34.046
Ingoy	22.12.1990	1	5.41	34.171	5.41	34.171
Ingoy	11.01.1991	1	5.61	34.308	5.61	34.308
Ingoy	20.01.1991	1	5.31	33.367	5.31	33.367
Ingoy	02.02.1991	1	4.63	33.979	4.63	33.979
Ingoy	11.02.1991	1	5.01	34.25	5.01	34.25
Ingoy	20.02.1991	1	3.68	34.159	3.68	34.159
Ingoy	04.03.1991	1	3.66	34.229	3.66	34.229
Ingoy	13.03.1991	1	3.84	34.266	3.84	34.266
Ingoy	21.03.1991	1	3.89	34.283	3.89	34.283
Ingoy	03.04.1991	1	4.9	34.447	4.9	34.447
Ingoy	15.04.1991	1	4.91	4.91		
Ingoy	23.04.1991	1	5.02	5.02		
Ingoy	03.05.1991	1	4.65	34.328	4.65	34.328
Ingoy	11.05.1991	1	4.69	34.269	4.69	34.269
Ingoy	19.05.1991	1	5.07	34.166	5.07	34.166
Ingoy	27.05.1991	1	6.07	34.058	6.07	34.058
Ingoy	04.06.1991	1	6.41	33.916	6.41	33.916
Ingoy	14.06.1991	1	8.05	34.041	8.05	34.041
Ingoy	25.06.1991	1	8.7	34.01	8.7	34.01
Ingoy	01.07.1991	1	8.33	33.984	8.33	33.984
Ingoy	10.07.1991	1	10.45	33.671	10.45	33.671
Ingoy	21.07.1991	1	10.66	33.86	10.66	33.86
Ingoy	30.07.1991	1	9.72	33.758	9.72	33.758
Ingoy	09.08.1991	1	8.91	33.987	8.91	33.987
Ingoy	19.08.1991	1	9.68	34.039	9.68	34.039
Ingoy	28.08.1991	1	9.1	33.923	9.1	33.923
Ingoy	05.09.1991	1	9.1	34.107	9.1	34.107
Ingoy	14.09.1991	1	8.2	33.999	8.2	33.999
Ingoy	23.09.1991	1	7.8	33.976	7.8	33.976
Ingoy	06.10.1991	1	6.92	34.072	6.92	34.072
Ingoy	15.10.1991	1	6.96	34.16	6.96	34.16
Ingoy	24.10.1991	1	6.72	33.974	6.72	33.974
Ingoy	03.11.1991	1	6.27	33.822	6.27	33.822
Ingoy	14.11.1991	1	6.14	33.872	6.14	33.872
Ingoy	23.11.1991	1	6.03	34.001	6.03	34.001
Ingoy	10.12.1991	1	5.46	34.226	5.46	34.226
Ingoy	19.12.1991	1	5.34	34.189	5.34	34.189
Ingoy	03.01.1992	1	4.62	34.255	4.62	34.255
Ingoy	14.01.1992	1	4.49	34.346	4.49	34.346
Ingoy	23.01.1992	1	4.82	34.383	4.82	34.383
Ingoy	02.02.1992	1	4.57	34.376	4.57	34.376
Ingoy	11.02.1992	1	4.42	34.304	4.42	34.304
Ingoy	22.02.1992	1	4.74	34.375	4.74	34.375
Ingoy	01.03.1992	1	4.64	34.341	4.64	34.341
Ingoy	09.03.1992	1	4.52	34.323	4.52	34.323
Ingoy	17.03.1992	1	5.15	34.503	5.15	34.503
Ingoy	26.03.1992	1	4.62	34.358	4.62	34.358
Ingoy	02.04.1992	1	4.27	34.332	4.27	34.332
Ingoy	10.04.1992	1	4.26	34.378	4.26	34.378
Ingoy	20.04.1992	1	4.61	34.382	4.61	34.382
Ingoy	30.04.1992	1	5	34.303	5	34.303
Ingoy	11.05.1992	1	5.12	34.335	5.12	34.335
Ingoy	20.05.1992	1	6.09	34.368	6.09	34.368
Ingoy	29.05.1992	1	8.08	34.247	8.08	34.247
Ingoy	08.06.1992	1	7.44	34.121	7.44	34.121
Ingoy	14.06.1992	1	7.86	34.2	7.86	34.2
Ingoy	23.06.1992	1	8.55	34.511	8.55	34.511
Ingoy	02.07.1992	1	8.96	34.115	8.96	34.115
Ingoy	11.07.1992	1	9.59	33.826	9.59	33.826
Ingoy	23.07.1992	1	10.26	33.746	10.26	33.746
Ingoy	01.08.1992	1	9.35	33.742	9.35	33.742
Ingoy	09.08.1992	1	9.92	33.573	9.92	33.573
Ingoy	17.08.1992	1	10.88	33.732	10.88	33.732
Ingoy	25.08.1992	1	10	33.955	10	33.955
Ingoy	04.09.1992	1	9.46	33.962	9.46	33.962
Ingoy	12.09.1992	1	10.06	34.035	10.06	34.035
Ingoy	21.09.1992	1	9.77	33.954	9.77	33.954
Ingoy	30.09.1992	1	9.68	33.964	9.68	33.964
Ingoy	09.10.1992	1	7.73	33.979	7.73	33.979
Ingoy	16.10.1992	1	7.14	33.976	7.14	33.976
Ingoy	25.10.1992	1	6.49	34.061	6.49	34.061
Ingoy	02.11.1992	1	6.61	34.01	6.61	34.01
Ingoy	11.11.1992	1	6.27	34.034	6.27	34.034
Ingoy	20.11.1992	1	5.47	34.044	5.47	34.044
Ingoy	01.12.1992	1	5.96	34.082	5.96	34.082
Ingoy	14.12.1992	1	5.09	34.269	5.09	34.269
Ingoy	29.12.1992	1	4.71	34.194	4.71	34.194
Ingoy	11.01.1993	1	4.56	34.329	4.56	34.329
Ingoy	22.01.1993	1	4.75	34.442	4.75	34.442
Ingoy	03.02.1993	1	4.64	34.429	4.64	34.429
Ingoy	16.02.1993	1	3.99	34.4	3.99	34.4
Ingoy	28.02.1993	1	4.85	34.575	4.85	34.575
Ingoy	05.04.1993	1	4.45	34.519	4.45	34.519
Ingoy	12.04.1993	1	4.25	34.437	4.25	34.437
Ingoy	27.04.1993	1	4.93	34.491	4.93	34.491
Ingoy	05.05.1993	1	4.82	34.51	4.82	34.51
Ingoy	13.05.1993	1	5.48	34.535	5.48	34.535
Ingoy	22.05.1993	1	5.54	34.393	5.54	34.393
Ingoy	01.06.1993	1	5.61	5.61		
Ingoy	17.06.1993	1	5.947	34.284	5.947	34.284
Ingoy	05.07.1993	1	7.373	34.261	7.383	34.305
Ingoy	14.07.1993	1	9.505	34.059	9.545	33.965
Ingoy	21.07.1993	1	6.298	34.569	6.308	34.644
Ingoy	27.07.1993	1	8.634	34.17	8.634	-0.89
Ingoy	03.08.1993	1	10.115	34.174	10.145	34.167
Ingoy	13.08.1993	1	10.735	33.603	10.755	33.352
Ingoy	19.08.1993	1	10.771	33.837	10.781	33.793
Ingoy	26.08.1993	1	8.631	34.089	8.611	34.05
Ingoy	01.09.1993	1	8.608	34.265	8.578	34.146
Ingoy	07.09.1993	1	8.452	34.144	8.602	34.127
Ingoy	15.09.1993	1	8.213	34.214	8.233	34.164
Ingoy	22.09.1993	1	7.88	34.482	1.85	-0.598
Ingoy	30.09.1993	1	7.777	34.417	1.737	-0.703
Ingoy	07.10.1993	1	6.901	34.188	2.141	-0.932
Ingoy	13.10.1993	1	7.049	34.295	2.049	-0.835
Ingoy	19.10.1993	1	6.189	34.479	0.659	-0.641
Ingoy	03.11.1993	1	5.767	34.489	-0.363	-0.591
Ingoy	10.11.1993	1	5.731	34.405	-0.209	-0.655
Ingoy	17.11.1993	1	5.693	34.443	5.683	34.362
Ingoy	24.11.1993	1	5.861	34.483	6.011	34.215
Ingoy	08.12.1993	1	4.867	34.722	4.877	34.682
Ingoy	15.12.1993	1	4.986	34.618	5.096	34.539
Ingoy	23.12.1993	1	4.071	34.586	4.061	34.506
Ingoy	31.01.1994	1	4.753	34.76	4.753	34.71
Ingoy	10.02.1994	1	4.63	34.791	4.63	34.71
Ingoy	17.02.1994	1	4.396	34.671	4.386	34.584
Ingoy	23.02.1994	1	3.9	34.61	3.89	34.565
Ingoy	18.03.1994	1	3.782	34.593	3.772	34.495
Ingoy	25.03.1994	1	3.786	34.629	3.836	34.538
Ingoy	06.04.1994	1	4.345	34.597	4.335	34.516
Ingoy	13.04.1994	1	4.506	34.565	4.476	34.558
Ingoy	19.04.1994	1	4.809	34.676	4.799	34.639
Ingoy	27.04.1994	1	4.767	34.593	4.757	34.592
Ingoy	09.05.1994	1	4.747	34.528	4.737	34.265
Ingoy	07.07.1994	1	7.704	34.471	7.834	34.316
Ingoy	14.07.1994	1	0.303	34.003	-5.307	-0.967
Ingoy	24.07.1994	1	0.195	34.205	-4.885	-0.725
Ingoy	31.07.1994	1	0.691	34.032	-4.619	-1.238
Ingoy	27.09.1994	1	8.493	33.898	8.613	33.607
Ingoy	04.10.1994	1	8.073	33.922	8.213	33.632
Ingoy	18.10.1994	1	7.32	33.944	7.51	33.636
Ingoy	27.10.1994	1	6.778	34.049	6.998	33.568
Ingoy	08.11.1994	1	6.027	34.109	6.257	33.687
Ingoy	16.11.1994	1	5.583	34.071	5.983	33.582
Ingoy	23.11.1994	1	5.377	34.05	5.477	33.37
Ingoy	30.11.1994	1	5.811	34.358	6.171	33.948
Ingoy	07.12.1994	1	5.617	34.051	5.777	33.625
Ingoy	13.12.1994	1	5.263	33.535	5.293	33.34
Ingoy	20.12.1994	1	4.98	33.92	5.01	33.481
Ingoy	27.12.1994	1	4.901	34.068	4.941	33.275
Ingoy	05.01.1995	1	4.487	33.766	4.487	33.974
Ingoy	10.01.1995	1	5.324	33.897	5.454	34.073
Ingoy	18.01.1995	1	5.106	33.904	5.126	34.073
Ingoy	27.01.1995	1	4.46	33.77	4.55	33.948
Ingoy	31.01.1995	1	4.704	33.862	4.764	34.084
Ingoy	16.02.1995	1	4.303	33.965	4.333	34.202
Ingoy	24.02.1995	1	4.272	33.995	4.252	34.242
Ingoy	01.03.1995	1	3.691	33.827	3.861	34.021
Ingoy	08.03.1995	1	3.598	33.895	3.648	34.058
Ingoy	02.05.1995	1	4.048	34.883	4.118	34.325
Ingoy	11.05.1995	1	4.667	34.944	4.807	34.32
Ingoy	18.05.1995	1	4.398	34.967	4.487	34.354
Ingoy	23.05.1995	1	5.747	34.527	5.858	33.928
Ingoy	01.06.1995	1	5.633	34.716	5.722	34.033
Ingoy	14.06.1995	1	6.677	34.59	6.767	34.027
Ingoy	22.06.1995	1	7.744	34.399	7.814	33.808
Ingoy	28.06.1995	1	7.603	35.174	7.663	34.448
Ingoy	06.07.1995	1	8.119	34.497	8.269	33.804
Ingoy	13.07.1995	1	7.214	34.727	7.284	33.925
Ingoy	03.08.1995	1	8.664	35.175	8.764	34.443
Ingoy	08.08.1995	1	8.435	34.668	8.795	33.907
Ingoy	16.08.1995	1	8.991	35.31	9.051	34.895
Ingoy	25.08.1995	1	8.536	34.454	8.576	33.514
Ingoy	31.08.1995	1	8.142	34.422	8.402	33.573
Ingoy	05.09.1995	1	8.823	34.691	9.053	33.779
Ingoy	14.09.1995	1	8.41	34.475	8.46	33.583
Ingoy	21.09.1995	1	8.203	34.789	14.643	33.949
Ingoy	27.09.1995	1	8.274	34.5	8.434	33.708
Ingoy	05.10.1995	1	8.096	34.458	8.166	33.821
Ingoy	11.10.1995	1	7.835	34.343	0.405	33.76
Ingoy	19.10.1995	1	7.192	33.19	7.172	33.458
Ingoy	23.11.1995	1	5.655	33.796	5.885	33.958
Ingoy	29.11.1995	1	5.412	33.749	5.392	33.93
Ingoy	09.12.1995	1	5.691	33.691	5.681	34.229
Ingoy	01.05.1996	1	3.119	33.642	3.149	34.187
Ingoy	16.05.1996	1	4.149	34.294	4.179	34.337
Ingoy	24.05.1996	1	4.549	34.094	4.569	34.034
Ingoy	02.06.1996	1	5.307	34.016	10.137	68.85
Ingoy	25.06.1996	1	7.033	34.137	3.043	33.909
Ingoy	03.07.1996	1	7.797	34.029	7.847	33.848
Ingoy	12.07.1996	1	7.54	33.899	7.61	33.757
Ingoy	22.07.1996	1	8.765	34.343	8.845	34.23
Ingoy	31.07.1996	1	8.912	34.287	8.942	34.144
Ingoy	19.08.1996	1	9.285	34.45	9.345	34.357
Ingoy	28.08.1996	1	9.58	34.135	9.32	34.203
Ingoy	21.10.1996	1	7.822	34.079	7.952	34.158
Ingoy	29.10.1996	1	8.168	34.519	8.158	34.554
Ingoy	09.11.1996	1	7.703	34.222	7.703	34.233
Ingoy	11.12.1996	1	6.344	34.492	6.404	-0.678
Ingoy	22.12.1996	1	5.425	34.344	5.525	34.243
Ingoy	04.01.1997	1	4.796	34.391	4.856	34.298
Ingoy	12.01.1997	1	4.445	34.414	4.505	34.311
Ingoy	23.01.1997	1	4.101	34.413	4.091	34.35
Ingoy	29.01.1997	1	4.775	34.634	4.755	34.576
Ingoy	07.02.1997	1	4.366	34.541	4.336	34.453
Ingoy	19.02.1997	1	3.624	34.45	3.614	34.338
Ingoy	28.02.1997	1	3.3	34.471	3.29	34.347
Ingoy	07.03.1997	1	3.939	34.498	3.929	34.377
Ingoy	14.03.1997	1	4.674	34.706	4.644	34.599
Ingoy	22.03.1997	1	3.435	34.434	3.645	34.337
Ingoy	30.03.1997	1	3.661	34.6	3.641	34.429
Ingoy	07.04.1997	1	4.574	34.701	4.564	34.557
Ingoy	15.04.1997	1	4.171	34.608	3.791	34.476
Ingoy	23.04.1997	1	4.26	34.673	4.24	34.544
Ingoy	01.05.1997	1	4.068	34.517	4.098	34.393
Ingoy	08.05.1997	1	4.76	34.573	4.74	34.445
Ingoy	17.05.1997	1	4.5	34.465	4.39	34.332
Ingoy	24.05.1997	1	4.886	34.588	4.886	34.442
Ingoy	31.05.1997	1	5.379	34.53	5.349	34.405
Ingoy	16.06.1997	1	6.153	33.72	2.073	-1.45
Ingoy	02.07.1997	1	6.679	34.127	2.639	34.017
Ingoy	22.07.1997	1	8.144	34.207	3.484	34.19
Ingoy	31.07.1997	1	8.7	34.133	4.06	34.117
Ingoy	07.08.1997	1	9.354	33.998	4.894	33.966
Ingoy	15.08.1997	1	8.868	34.099	3.448	34.09
Ingoy	02.09.1997	1	10.154	34.005	5.534	33.986
Ingoy	12.09.1997	1	10.474	33.886	5.574	33.866
Ingoy	20.09.1997	1	9.41	34.286	4.31	34.272
Ingoy	28.09.1997	1	9.111	33.98	3.561	33.894
Ingoy	05.10.1997	1	8.913	33.816	3.113	33.794
Ingoy	13.10.1997	1	8.507	33.98	3.287	33.965
Ingoy	23.11.1997	1	6.466	33.868	6.466	33.854
Ingoy	30.11.1997	1	6.04	34.014	6.05	33.974
Ingoy	13.12.1997	1	5.949	34.056	5.039	34.015
Ingoy	30.12.1997	1	5.684	33.853	5.694	33.831
Ingoy	11.01.1998	1	4.824	33.941	4.814	33.904
Ingoy	19.01.1998	1	5.001	33.991	4.971	33.935
Ingoy	27.01.1998	1	4.788	34.093	4.768	34.018
Ingoy	07.02.1998	1	4.104	34.2	4.124	34.129
Ingoy	16.02.1998	1	3.561	34.339	3.571	34.237
Ingoy	08.04.1998	1	4.446	34.35	4.436	34.501
Ingoy	18.04.1998	1	4.303	34.271	8.723	34.436
Ingoy	25.04.1998	1	3.47	34.1	3.45	34.239
Ingoy	02.05.1998	1	5.402	34.566	5.382	34.728
Ingoy	11.05.1998	1	4.24	34.19	4.21	34.348
Ingoy	18.05.1998	1	5.584	34.372	5.534	34.532
Ingoy	26.05.1998	1	5.266	34.306	5.266	34.421
Ingoy	26.08.1998	1	9.608	34.278	9.638	34.021
Ingoy	02.09.1998	1	10.22	34.086	10.28	34.064
Ingoy	09.09.1998	1	9.68	34.084	9.73	34.108
Ingoy	17.09.1998	1	7.77	34.103	7.81	34.13
Ingoy	24.09.1998	1	8.1	34.115	8.13	34.118
Ingoy	02.10.1998	1	7.483	34.112	7.533	34.125
Ingoy	09.10.1998	1	7.6	34.398	7.64	34.397
Ingoy	20.10.1998	1	6.956	34.121	6.986	34.122
Ingoy	27.10.1998	1	7.656	34.27	7.676	34.273
Ingoy	03.11.1998	1	6.834	34.193	6.874	34.207
Ingoy	12.11.1998	1	6.722	34.282	6.752	34.227
Ingoy	19.11.1998	1	6.503	34.242	6.533	34.245
Ingoy	27.11.1998	1	6.881	34.169	6.891	34.152
Ingoy	08.12.1998	1	6.827	34.318	6.827	34.3
Ingoy	17.12.1998	1	6.511	34.104	6.521	34.101
Ingoy	07.01.1999	1	5.696	34.249	5.706	34.242
Ingoy	14.01.1999	1	4.894	34.147	4.904	34.135
Ingoy	27.01.1999	1	5.58	34.25	5.6	34.229
Ingoy	04.02.1999	1	5.791	34.242	5.801	34.235
Ingoy	19.02.1999	1	4.637	34.135	4.667	34.122
Ingoy	27.02.1999	1	4.33	34.182	4.45	34.086
Ingoy	06.03.1999	1	4.324	34.115	4.344	34.093
Ingoy	13.03.1999	1	4.31	34.243	4.34	34.21
Ingoy	22.03.1999	1	3.991	34.216	4.011	34.184
Ingoy	31.03.1999	1	4.274	34.151	4.294	34.129
Ingoy	13.04.1999	1	4.302	34.214	4.312	34.194
Ingoy	24.04.1999	1	4.601	34.274	4.631	34.249
Ingoy	01.05.1999	1	4.929	34.31	4.959	34.285
Ingoy	08.05.1999	1	4.894	34.275	4.904	34.254
Ingoy	16.05.1999	1	4.824	34.21	4.824	34.201
Ingoy	25.05.1999	1	5.254	34.214	5.254	34.205
Ingoy	02.06.1999	1	6.778	34.017	6.798	34.029
Ingoy	09.06.1999	1	7.207	34.144	7.227	34.131
Ingoy	21.06.1999	1	7.83	34.17	7.84	34.154
Ingoy	28.06.1999	1	9.266	34.019	9.296	33.977
Ingoy	05.07.1999	1	8.936	34.044	8.956	33.95
Ingoy	13.07.1999	1	8.998	34.742	8.988	34.367
Ingoy	20.07.1999	1	9.942	34.301	9.992	33.918
Ingoy	09.08.1999	1	9.402	34.457	9.412	34.047
Ingoy	17.08.1999	1	9.118	34.117	9.138	33.722
Ingoy	24.08.1999	1	10.114	34.162	10.274	33.76
Ingoy	31.08.1999	1	8.982	33.685	9.122	33.734
Ingoy	04.10.1999	1	9.106	33.62	9.146	33.608
Ingoy	11.10.1999	1	9.144	33.554	9.164	33.516
Ingoy	18.10.1999	1	8.257	33.68	8.317	33.647
Ingoy	26.10.1999	1	8.144	33.523	8.144	33.493
Ingoy	06.11.1999	1	8.351	33.576	8.401	33.547
Ingoy	14.11.1999	1	7.507	33.538	7.507	33.514
Ingoy	22.11.1999	1	8.175	33.816	8.175	33.793
Ingoy	01.12.1999	1	7.299	33.575	7.329	33.551
Ingoy	09.12.1999	1	7.203	33.69	7.223	33.666
Ingoy	16.12.1999	1	6.417	33.633	6.437	33.609
Ingoy	23.12.1999	1	5.924	33.708	5.964	33.674
Ingoy	30.12.1999	1	5.69	33.662	5.71	33.627
Ingoy	07.01.2000	1	5.66	33.59	5.67	33.56
Ingoy	14.01.2000	1	5.618	33.697	5.628	33.653
Ingoy	23.01.2000	1	4.9	33.66	4.92	33.593
