Stasjon	Dato	Dyp	Temperatur	Salt	Kalibrert_temperatur	Kalibrert_salt
Ingoy	28.01.2014	1	5.443	34.24	5.443	34.242
Ingoy	07.02.2014	1	5.308	34.16	5.308	34.129
Ingoy	17.02.2014	1	4.731	34.25	4.731	34.196
Ingoy	02.03.2014	1	4.893	34.238	4.893	34.185
Ingoy	13.04.2014	1	4.275	34.092	4.275	33.986
Ingoy	27.04.2014	1	4.279	34.202	4.279	34.14
Ingoy	07.05.2014	1	4.905	34.41	4.905	34.498
Ingoy	21.05.2014	1	5.411	34.217	5.411	34.222
Ingoy	30.05.2014	1	5.641	34.06	5.641	34.068
Ingoy	09.06.2014	1	7.778	34.367	7.778	34.351
Ingoy	30.06.2014	1	7.943	34.147	7.943	34.137
Ingoy	22.08.2014	1	9.26	33.77	9.26	33.882
Ingoy	16.09.2014	1	9.432	34.185	9.432	34.184
Ingoy	07.10.2014	1	8.149	34.003	8.149	33.996
Ingoy	14.10.2014	1	8.073	34.192	8.073	34.188
Ingoy	27.10.2014	1	7.63	34.192	7.63	34.178
Ingoy	05.11.2014	1	6.902	34.164	6.902	34.154
Ingoy	17.11.2014	1	6.935	34.267	6.935	34.23
Ingoy	24.11.2014	1	7.177	34.22	7.177	34.22
Ingoy	08.12.2014	1	6.844	34.195	6.844	34.195
Ingoy	07.01.2015	1	6.44	34.133	6.44	34.063
Ingoy	15.01.2015	1	5.742	34.12	5.742	34.12
Ingoy	25.01.2015	1	4.919	34.197	4.919	34.197
Ingoy	05.03.2015	1	5.238	34.38	5.238	34.352
Ingoy	25.03.2015	1	4.734	34.34	4.734	34.34
Ingoy	13.04.2015	1	5.218	34.428	5.218	34.402
Ingoy	22.04.2015	1	5.587	34.55	5.587	34.518
Ingoy	03.05.2015	1	5.096	34.303	5.096	34.263
Ingoy	13.05.2015	1	5.309	34.223	5.309	34.204
Ingoy	20.05.2015	1	5.201	34.22	5.201	34.188
Ingoy	29.05.2015	1	5.949	34.19	5.949	34.162
Ingoy	08.06.2015	1	7.037	34.422	7.037	34.422
Ingoy	16.09.2015	1	9.609	33.722	9.609	33.686
Ingoy	24.09.2015	1	9.989	33.992	9.989	33.902
Ingoy	02.10.2015	1	9.48	33.872	9.48	33.782
Ingoy	08.10.2015	1	8.914	33.85	8.914	33.704
Ingoy	15.10.2015	1	8.85	33.758	8.85	33.61
Ingoy	22.10.2015	1	8.63	33.9	8.63	33.71
Ingoy	29.10.2015	1	8.557	33.777	8.557	33.554
Ingoy	18.11.2015	1	7.874	33.71	7.874	33.783
Ingoy	01.12.2015	1	7.712	33.683	7.712	33.68
Ingoy	13.12.2015	1	6.996	33.664	6.996	33.664
Ingoy	11.01.2016	1	5.632	33.73	5.632	33.562
Ingoy	20.01.2016	1	5.735	33.77	5.735	33.6
Ingoy	02.02.2016	1	4.933	33.876	4.933	33.696
Ingoy	25.02.2016	1	4.861	34.167	4.861	33.999
Ingoy	03.03.2016	1	4.971	34.253	4.971	33.824
Ingoy	22.03.2016	1	4.902	34.395	4.902	33.995
Ingoy	30.03.2016	1	4.555	34.33	4.555	33.994
Ingoy	06.04.2016	1	4.444	34.324	4.444	34.034
Ingoy	25.04.2016	1	4.705	34.19	4.705	34.2
Ingoy	02.05.2016	1	5.099	34.145	5.099	34.145
Ingoy	12.05.2016	1	6.195	34.262	6.195	34.262
Ingoy	10.06.2016	1	6.948	34.298	6.948	34.172
Ingoy	21.06.2016	1	7.348	34	7.348	33.858
Ingoy	14.10.2016	1	8.894	34.26	8.894	34.078
Ingoy	21.10.2016	1	9.259	34.223	9.259	34.061
Ingoy	31.10.2016	1	9.153	34.036	9.153	33.889
Ingoy	10.11.2016	1	8.739	34.08	8.739	34.022
Ingoy	22.11.2016	1	8.042	34.05	8.042	34.164
Ingoy	05.12.2016	1	7.231	34.09	7.231	33.945
Ingoy	13.12.2016	1	6.834	34.123	6.834	33.961
Ingoy	15.01.2017	1	5.85	34	5.85	33.832
Ingoy	24.01.2017	1	5.552	34.18	5.552	34.08
Ingoy	04.02.2017	1	5.296	34.08	5.296	33.946
Ingoy	15.02.2017	1	5.528	34.3	5.528	34.3
Ingoy	23.02.2017	1	4.96	34.2	4.96	34.043
Ingoy	08.03.2017	1	4.719	34.222	4.719	33.993
Ingoy	22.03.2017	1	4.688	34.35	4.688	34.35
Ingoy	31.03.2017	1	4.625	34.446	4.625	34.094
Ingoy	10.05.2017	1	4.673	34.39	4.673	34.141
Ingoy	24.05.2017	1	5.9	34.535	5.9	34.291
Ingoy	10.07.2017	1	9.571	34.18	9.571	34.008
Ingoy	28.07.2017	1	9.405	34.078	9.405	33.793
Ingoy	08.08.2017	1	10.309	33.773	10.309	33.508
Ingoy	12.09.2017	1	8.802	33.705	8.802	33.745
Ingoy	21.09.2017	1	8.798	33.908	8.798	33.845
Ingoy	13.10.2017	1	9.599	34.095	9.599	34.018
Ingoy	24.10.2017	1	9.49	33.962	9.49	33.886
Ingoy	01.11.2017	1	9.388	33.98	9.388	33.881
Ingoy	08.11.2017	1	9.209	33.833	9.209	33.762
Ingoy	15.11.2017	1	8.637	33.864	8.637	33.838
Ingoy	21.11.2017	1	8.357	33.766	8.357	33.766
Ingoy	27.11.2017	1	7.88	33.908	7.88	33.908
Ingoy	14.12.2017	1	7.081	33.933	7.081	33.933
Ingoy	10.01.2018	1	6.367	34.058	6.367	34.058
Ingoy	21.01.2018	1	5.87	34.185	5.87	34.185
Ingoy	23.02.2018	1	4.527	34.155	4.527	34.004
Ingoy	09.04.2018	1	3.719	34.27	3.719	34.27
Ingoy	18.04.2018	1	4.205	34.395	4.205	34.325
Ingoy	25.04.2018	1	3.826	34.278	3.826	34.278
Ingoy	02.05.2018	1	4.11	34.28	4.11	34.28
