Stasjon            Dato       Dyp Temperatur Salt        Kalibrert_temperatur Kalibrert_salt
Ingoy              28.02.2007 125 6.054      34.88       6.024                34.956        
Ingoy              08.03.2007 125 5.727      34.9        5.707                34.992        
Ingoy              19.03.2007 125 5.584      34.64       5.574                34.712        
Ingoy              01.04.2007 125 5.722      34.7        5.712                34.783        
Ingoy              12.04.2007 125 5.719      34.75       5.689                34.835        
Ingoy              24.04.2007 125 5.452      34.54       5.442                34.571        
Ingoy              14.05.2007 125 5.828      34.65       5.818                34.766        
Ingoy              21.05.2007 125 5.743      34.62       5.723                34.712        
Ingoy              30.05.2007 125 6.036      34.7        6.016                34.777        
Ingoy              08.06.2007 125 6.63       34.74       6.63                 34.831        
Ingoy              18.06.2007 125 6.326      34.84       6.286                34.831        
Ingoy              29.06.2007 125 6.731      34.86       6.801                34.838        
Ingoy              09.07.2007 125 6.493      34.99       6.543                35.011        
Ingoy              18.07.2007 125 6.667      34.947      6.637                34.937        
Ingoy              26.07.2007 125 6.946      34.835      6.946                34.823        
Ingoy              08.08.2007 125 7.159      34.91       7.109                34.963        
Ingoy              17.08.2007 125 7.267      34.8        7.297                34.781        
Ingoy              25.08.2007 125 6.893      34.66       6.933                34.637        
Ingoy              01.09.2007 125 7.403      34.86       7.363                34.801        
Ingoy              12.09.2007 125 8.31       34.59       8.31                 34.545        
Ingoy              22.09.2007 125 7.685      34.61       7.735                34.565        
Ingoy              01.10.2007 125 8.739      34.682      8.759                34.662        
Ingoy              08.10.2007 125 8.167      34.638      8.217                34.607        
Ingoy              16.10.2007 125 8.001      34.763      7.971                34.733        
Ingoy              27.10.2007 125 8.205      34.842      0.925                -0.312        
Ingoy              03.11.2007 125 8.242      34.7        8.242                34.639        
Ingoy              13.11.2007 125 8.098      34.7        8.098                34.648        
Ingoy              28.11.2007 125 7.6        34.52       7.6                  34.425        
Ingoy              05.12.2007 125 7.551      34.67       7.581                34.585        
Ingoy              23.12.2007 125 6.64       34.37       6.63                 -0.8          
Ingoy              05.01.2008 125 6.116      34.24       6.116                34.273        
Ingoy              14.01.2008 125 6.514      34.63       6.504                34.562        
Ingoy              22.01.2008 125 6.339      34.62       6.289                34.62         
Ingoy              31.01.2008 125 6.529      34.735      6.518                34.66         
Ingoy              09.02.2008 125 6.148      34.72       6.108                34.713        
Ingoy              20.02.2008 125 6.232      34.89       6.202                34.888        
Ingoy              27.02.2008 125 5.949      34.76       5.919                34.759        
Ingoy              08.03.2008 125 6.2        34.835      6.169                34.8          
Ingoy              25.03.2008 125 5.593      34.86       5.573                34.732        
Ingoy              02.04.2008 125 5.609      34.995      5.589                34.809        
Ingoy              09.04.2008 125 5.267      34.92       -0.413               34.726        
Ingoy              20.04.2008 125 4.582      34.8        -0.918               34.516        
Ingoy              05.05.2008 125 5.156      34.95       -0.304               34.642        
Ingoy              19.05.2008 125 5.618      34.903      0.218                34.6          
Ingoy              10.06.2008 125 5.805      34.99       5.805                34.548        
Ingoy              23.06.2008 125 5.76       34.92       5.82                 34.842        
Ingoy              15.07.2008 125 6.13       34.7        6.19                 34.594        
Ingoy              23.07.2008 125 6.457      34.793      1.327                -0.357        
Ingoy              31.07.2008 125 6.592      34.6        1.232                -0.47         
Ingoy              20.08.2008 125 6.377      35.235      6.346                34.82         
Ingoy              28.08.2008 125 6.53       35.053      6.65                 34.667        
Ingoy              04.09.2008 125 6.709      35.08       6.819                34.808        
Ingoy              12.09.2008 125 6.944      35.097      1.074                -0.283        
Ingoy              26.09.2008 125 7.211      34.825      7.341                34.952        
Ingoy              09.10.2008 125 8.165      34.78       8.305                34.928        
Ingoy              16.10.2008 125 7.56       34.87       7.62                 34.775        
Ingoy              31.10.2008 125 7.74       34.19       7.81                 34.118        
Ingoy              07.11.2008 125 8.142      34.27       8.232                34.116        
Ingoy              25.11.2008 125 7.708      34.455      7.818                34.283        
Ingoy              05.12.2008 125 7.952      34.613      7.952                34.53         
Ingoy              09.01.2009 125 6.298      34.583      6.288                34.545        
Ingoy              19.01.2009 125 6.333      34.8        6.333                34.722        
Ingoy              27.01.2009 125 6.157      34.64       6.167                34.473        
Ingoy              08.02.2009 125 5.407      34.463      5.417                34.368        
Ingoy              15.02.2009 125 5.899      35.03       5.889                34.9          
Ingoy              22.02.2009 125 5.666      34.79       5.666                34.614        
Ingoy              02.03.2009 125 4.347      34.46       4.357                34.349        
Ingoy              09.03.2009 125 5.799      34.94       5.809                34.842        
Ingoy              21.03.2009 125 5.301      34.693      5.291                34.442        
Ingoy              02.04.2009 125 4.955      34.405      -0.675               34.225        
Ingoy              02.05.2009 125 5.369      34.49       5.359                34.783        
Ingoy              11.05.2009 125 5.567      34.4        5.577                34.403        
Ingoy              18.05.2009 125 5.811      34.65       5.861                34.704        
Ingoy              29.05.2009 125 5.878      34.69       5.878                33.721        
Ingoy              08.06.2009 125 6.048      34.83       6.078                34.671        
Ingoy              16.06.2009 125 6.333      34.3        6.423                33.79         
Ingoy              25.06.2009 125 6.223      34.75       6.203                34.392        
Ingoy              06.07.2009 125 6.461      34.69       6.461                34.458        
Ingoy              20.07.2009 125 6.552      34.435      6.552                34.345        
Ingoy              03.08.2009 125 7.011      34.41       7.011                33.692        
Ingoy              14.08.2009 125 6.827      34.73       6.837                34.238        
Ingoy              22.08.2009 125 6.907      34.77       6.907                34.233        
Ingoy              11.09.2009 125 7.634      34.58       7.744                34.674        
Ingoy              22.09.2009 125 7.883      34.49       7.963                34.57         
Ingoy              29.09.2009 125 8.159      34.365      8.479                34.442        
Ingoy              06.10.2009 125 8.615      34.45       8.665                34.537        
Ingoy              14.10.2009 125 8.7        34.42       8.86                 33.99         
Ingoy              01.11.2009 125 8.259      34.58       8.309                -0.295        
Ingoy              09.11.2009 125 8.141      34.37       8.211                34.51         
Ingoy              16.11.2009 125 7.875      34.332      7.975                34.447        
Ingoy              23.11.2009 125 7.746      34.3        7.826                34.408        
Ingoy              30.11.2009 125 7.587      34.19       7.647                34.28         
Ingoy              08.12.2009 125 7.911      34.605      7.981                34.704        
Ingoy              31.12.2009 125 6.557      34.303      6.577                34.215        
Ingoy              12.01.2010 125 6.304      34.47       6.324                34.653        
Ingoy              21.01.2010 125 6.177      34.58       6.237                34.68         
Ingoy              01.02.2010 125 6.041      34.5        6.091                -0.36         
Ingoy              10.02.2010 125 4.995      34.33       5.075                -0.63         
Ingoy              18.02.2010 125 6.326      34.78       6.385                34.933        
Ingoy              01.03.2010 125 4.706      34.42       4.776                34.511        
Ingoy              12.03.2010 125 5.333      34.71       5.393                34.788        
Ingoy              20.03.2010 125 5.159      34.71       5.229                34.87         
Ingoy              28.03.2010 125 5.044      34.79       5.095                34.854        
Ingoy              11.04.2010 125 5.075      34.83       5.125                34.929        
Ingoy              25.04.2010 125 4.797      34.65       4.867                34.794        
Ingoy              05.05.2010 125 5.279      34.841      5.339                34.965        
Ingoy              14.05.2010 125 5.481      34.89       5.531                34.988        
Ingoy              22.05.2010 125 5.564      34.91       5.684                35            
Ingoy              07.06.2010 125 6.047      34.9        6.167                34.996        
Ingoy              18.06.2010 125 5.858      34.88       5.928                34.97         
Ingoy              02.07.2010 125 6.032      34.71       6.342                34.868        
Ingoy              14.07.2010 125 6.553      34.72       6.593                34.788        
Ingoy              02.08.2010 125 6.525      34.58       6.595                34.633        
Ingoy              09.08.2010 125 6.751      34.622      6.821                34.711        
Ingoy              19.08.2010 125 6.629      34.565      6.67                 34.667        
Ingoy              25.08.2010 125 6.908      34.85       6.998                34.896        
Ingoy              01.09.2010 125 6.943      34.86       7.153                34.916        
Ingoy              10.09.2010 125 6.816      34.86       6.876                34.93         
Ingoy              19.09.2010 125 6.969      34.78       7.139                34.877        
Ingoy              27.09.2010 125 7.41       34.77       7.61                 34.839        
Ingoy              21.10.2010 125 7.759      34.88       7.919                34.962        
Ingoy              29.10.2010 125 7.561      34.94       7.731                35.023        
Ingoy              05.11.2010 125 7.536      35.075      7.646                34.859        
Ingoy              12.11.2010 125 7.114      34.793      7.414                34.527        
Ingoy              07.12.2010 125 6.248      34.215      6.328                34.411        
Ingoy              18.12.2010 125 6.532      34.57       6.632                34.782        
Ingoy              28.12.2010 125 6.27       34.7        6.37                 34.912        
Ingoy              06.01.2011 125 5.508      34.257      5.588                34.514        
Ingoy              17.01.2011 125 5.485      34.48       5.555                34.718        
Ingoy              29.01.2011 125 5.713      34.64       5.803                34.87         
Ingoy              10.02.2011 125 3.978      34.2        4.068                34.345        
Ingoy              26.02.2011 125 5.216      34.66       5.296                34.923        
Ingoy              04.03.2011 125 5.487      34.825      5.577                34.681        
Ingoy              15.03.2011 125 5.299      34.74       5.379                34.601        
Ingoy              27.03.2011 125 4.929      34.61       4.969                34.715        
Ingoy              10.04.2011 125 4.827      34.52       4.887                34.636        
Ingoy              23.04.2011 125 4.499      34.44       4.569                34.562        
Ingoy              07.05.2011 125 4.923      34.57       4.963                34.584        
Ingoy              18.05.2011 125 5.457      34.9        5.527                34.92         
Ingoy              29.05.2011 125 5.485      34.76       5.565                34.79         
Ingoy              14.06.2011 125 5.594      34.71       5.664                34.751        
Ingoy              23.06.2011 125 5.72       34.76       5.79                 34.784        
Ingoy              02.07.2011 125 5.93       34.833      5.98                 34.863        
Ingoy              18.08.2011 125 6.572      34.797      6.652                34.84         
Ingoy              29.08.2011 125 6.587      34.89       6.657                34.902        
Ingoy              17.09.2011 125 6.845      34.82       6.885                34.845        
Ingoy              26.09.2011 125 7.075      34.818      7.185                34.826        
Ingoy              12.10.2011 125 7.645      34.64       7.685                34.658        
Ingoy              19.10.2011 125 7.555      34.603      7.595                34.617        
Ingoy              28.10.2011 125 8.086      34.756      8.146                34.768        
Ingoy              16.11.2011 125 8.103      34.49       8.103                34.49         
Ingoy              24.11.2011 125 7.643      34.11       7.643                34.11         
Ingoy              11.12.2011 125 7.392      33.99       7.282                33.996        
Ingoy              19.12.2011 125 7.454      34.38       7.404                34.369        
Ingoy              06.01.2012 125 6.839      33.96       6.879                33.938        
Ingoy              19.01.2012 125 7.176      34.43       7.226                34.416        
Ingoy              29.01.2012 125 6.839      34.658      6.889                34.644        
Ingoy              11.05.2012 125 5.981      34.569      6.081                34.816        
Ingoy              31.05.2012 125 6.212      34.64       6.302                34.881        
Ingoy              13.06.2012 125 6.081      34.48       6.201                34.71         
Ingoy              02.07.2012 125 6.216      34.52       6.306                34.762        
Ingoy              11.07.2012 125 6.506      34.53       0.676                -3.39         
Ingoy              02.08.2012 125 6.69       34.61       6.78                 34.852        
Ingoy              03.09.2012 125 7.002      34.62       0.862                34.843        
Ingoy              12.09.2012 125 7.72       34.49       7.81                 34.71         
Ingoy              19.09.2012 125 7.532      34.54       7.652                34.729        
Ingoy              26.09.2012 125 8.326      34.24       8.386                34.444        
Ingoy              27.11.2012 125 6.969      34.04       7.059                34.218        
Ingoy              12.12.2012 125 7.249      34.45       1.179                -0.51         
Ingoy              03.01.2013 125 6.425      34.23       6.475                34.212        
Ingoy              15.01.2013 125 6.887      34.77       6.987                34.84         
Ingoy              26.01.2013 125 6.273      34.44       6.382                34.5          
Ingoy              08.02.2013 125 5.536      34.32       5.598                34.403        
Ingoy              03.03.2013 125 4.176      34.06       4.256                34.171        
Ingoy              18.03.2013 125 5.003      34.58       5.041                34.619        
Ingoy              07.04.2013 125 4.891      34.64       4.942                34.645        
Ingoy              18.04.2013 125 4.489      34.243      4.619                34.381        
Ingoy              27.04.2013 125 4.704      34.44       4.89                 34.581        
Ingoy              02.05.2013 125 4.574      34.35       4.677                34.434        
Ingoy              09.05.2013 125 5.137      34.28       5.194                34.35         
Ingoy              28.05.2013 125 5.793      34.74       5.875                34.801        
Ingoy              05.06.2013 125 5.77       34.6        5.675                34.615        
Ingoy              20.06.2013 125 5.942      34.73       6.044                34.864        
Ingoy              01.07.2013 125 6.264      34.76       6.299                34.777        
Ingoy              13.07.2013 125 6.235      34.15       6.343                34.253        
Ingoy              27.08.2013 125 7.201      34.53       7.248                34.586        
Ingoy              19.09.2013 125 7.834      34.753      7.882                34.787        
Ingoy              25.09.2013 125 8.043      34.79       8.103                34.795        
Ingoy              07.10.2013 125 9.399      34.43       9.629                34.372        
Ingoy              16.10.2013 125 8.91       34.7        8.958                34.653        
Ingoy              23.10.2013 125 9.163      34.54       9.342                34.554        
Ingoy              30.10.2013 125 9.079      34.585      9.883                34.383        
Ingoy              07.11.2013 125 8.283      34.883      8.55                 34.782        
Ingoy              13.11.2013 125 8.015      34.45       8.923                34.386        
Ingoy              21.11.2013 125 7.85       34.658      7.893                34.648        
Ingoy              04.12.2013 125 6.949      34.61       6.999                34.61         
Ingoy              18.12.2013 125 6.65       34.595      6.732                34.527        
Ingoy              12.01.2014 125 6.528      34.363      6.528                34.333        
Ingoy              19.01.2014 125 6.923      34.71       6.923                34.71         
Ingoy              28.01.2014 125 5.187      34.185      5.187                34.187        
Ingoy              07.02.2014 125 6.517      34.87       6.517                34.839        
Ingoy              17.02.2014 125 5.874      34.61       5.874                34.556        
Ingoy              02.03.2014 125 5.434      34.48       5.434                34.427        
Ingoy              13.04.2014 125 5.529      34.816      5.529                34.71         
Ingoy              27.04.2014 125 5.183      34.626      5.183                34.563        
Ingoy              07.05.2014 125 5.629      34.915      5.629                35.003        
Ingoy              21.05.2014 125 5.875      34.817      5.875                34.822        
Ingoy              30.05.2014 125 5.898      34.9        5.898                34.908        
Ingoy              09.06.2014 125 6.006      34.706      6.006                34.69         
Ingoy              30.06.2014 125 6.243      34.86       6.243                34.85         
Ingoy              22.08.2014 125 6.955      34.696      6.955                34.808        
Ingoy              16.09.2014 125 7.341      34.584      7.341                34.583        
Ingoy              07.10.2014 125 7.215      34.688      7.215                34.68         
Ingoy              14.10.2014 125 7.37       34.69       7.37                 34.686        
Ingoy              27.10.2014 125 7.598      34.514      7.598                34.5          
Ingoy              05.11.2014 125 7.247      34.745      7.247                34.735        
Ingoy              17.11.2014 125 7.249      34.59       7.249                34.553        
Ingoy              24.11.2014 125 7.341      34.668      7.341                34.668        
Ingoy              08.12.2014 125 7.321      34.57       7.321                34.57         
Ingoy              07.01.2015 125 6.321      34.23       6.321                34.16         
Ingoy              15.01.2015 125 5.852      34.203      5.852                34.203        
Ingoy              25.01.2015 125 5.199      34.313      5.199                34.313        
Ingoy              05.03.2015 125 5.732      34.74       5.732                34.712        
Ingoy              25.03.2015 125 5.015      34.41       5.015                34.41         
Ingoy              13.04.2015 125 5.592      34.605      5.592                34.605        
