Stasjon            Dato       Dyp Temperatur Salt        Kalibrert_temperatur Kalibrert_salt
Ingoy              03.12.1979 125 5.9        33.951      5.9                  33.951        
Ingoy              08.01.1980 125 4.63       33.909      4.63                 33.909        
Ingoy              18.01.1980 125 5.2                    5.2                                
Ingoy              24.02.1980 125 4.88       34.673      4.88                 34.673        
Ingoy              10.03.1980 125 0          34.307      0                    34.307        
Ingoy              20.03.1980 125 3.24       34.192      3.24                 34.192        
Ingoy              01.04.1980 125 3.85       34.424      3.85                 34.424        
Ingoy              12.04.1980 125 4.76       34.558      4.76                 34.558        
Ingoy              06.05.1980 125 5.06       34.721      5.06                 34.721        
Ingoy              02.06.1980 125 5.15       34.664      5.15                 34.664        
Ingoy              26.06.1980 125 5.57       34.46       5.57                 34.46         
Ingoy              12.07.1980 125 5.88       34.548      5.88                 34.548        
Ingoy              28.07.1980 125 5.68       34.706      5.68                 34.706        
Ingoy              08.08.1980 125 5.73       34.741      5.73                 34.741        
Ingoy              18.08.1980 125 5.66       34.719      5.66                 34.719        
Ingoy              27.08.1980 125 6                      6                                  
Ingoy              09.09.1980 125 6.26       34.714      6.26                 34.714        
Ingoy              25.09.1980 125 6.44       34.684      6.44                 34.684        
Ingoy              27.02.1981 125 4.47       34.763      4.47                 34.763        
Ingoy              01.04.1981 125 3.53       34.593      3.53                 34.593        
Ingoy              18.04.1981 125 4.04       34.651      4.04                 34.651        
Ingoy              01.05.1981 125 4.04       34.688      4.04                 34.688        
Ingoy              11.05.1981 125 4.18                   4.18                               
Ingoy              21.05.1981 125 3.95       34.635      3.95                 34.635        
Ingoy              02.06.1981 125 4.35       34.599      4.35                 34.599        
Ingoy              26.06.1981 125 4.91       34.638      4.91                 34.638        
Ingoy              08.07.1981 125 5.11       34.495      5.11                 34.495        
Ingoy              18.08.1981 125 5.84       34.463      5.84                 34.463        
Ingoy              28.08.1981 125 6.33       34.606      6.33                 34.606        
Ingoy              11.09.1981 125 6.19       34.408      6.19                 34.408        
Ingoy              22.09.1981 125 6.47       34.557      6.47                 34.557        
Ingoy              08.10.1981 125 6.62       34.442      6.62                 34.442        
Ingoy              20.10.1981 125 6.84       34.586      6.84                 34.586        
Ingoy              04.11.1981 125 6.63       34.674      6.63                 34.674        
Ingoy              15.11.1981 125 5.93                   5.93                               
Ingoy              01.12.1981 125 5.47       33.98       5.47                 33.98         
Ingoy              17.01.1982 125 4.44       34.11       4.44                 34.11         
Ingoy              27.01.1982 125 4.67       34.644      4.67                 34.644        
Ingoy              06.02.1982 125 4.52       34.495      4.52                 34.495        
Ingoy              14.02.1982 125 3.91       34.201      3.91                 34.201        
Ingoy              23.02.1982 125 3.54       34.134      3.54                 34.134        
Ingoy              04.03.1982 125 3.72       34.44       3.72                 34.44         
Ingoy              20.04.1982 125 5          34.942      5                    34.942        
Ingoy              30.04.1982 125 5.05       34.881      5.05                 34.881        
Ingoy              20.05.1982 125 5          34.587      5                    34.587        
Ingoy              04.06.1982 125 5.38       34.882      5.38                 34.882        
Ingoy              18.06.1982 125 5.69       34.672      5.69                 34.672        
Ingoy              28.06.1982 125 5.81       34.664      5.81                 34.664        
Ingoy              03.08.1982 125 6.79       34.548      6.79                 34.548        
Ingoy              15.08.1982 125 7.65       34.068      7.65                 34.068        
Ingoy              10.09.1982 125 7.57       34.166      7.57                 34.166        
Ingoy              24.09.1982 125 7.06       34.726      7.06                 34.726        
Ingoy              03.10.1982 125 7.14       34.804      7.14                 34.804        
Ingoy              01.11.1982 125 7.29       34.603      7.29                 34.603        
Ingoy              12.11.1982 125 7.51       34.588      7.51                 34.588        
Ingoy              24.11.1982 125 0          34.687      0                    34.687        
Ingoy              05.12.1982 125 6.03       33.865      6.03                 33.865        
Ingoy              16.12.1982 125 5.87       34.055      5.87                 34.055        
Ingoy              28.12.1982 125 6.44       34.633      6.44                 34.633        
Ingoy              01.02.1983 125 5.38       34.619      5.38                 34.619        
Ingoy              12.02.1983 125 4.22                   4.22                               
Ingoy              24.02.1983 125 5.38       34.963      5.38                 34.963        
Ingoy              05.03.1983 125 5.22       34.789      5.22                 34.789        
Ingoy              15.03.1983 125 4.94       34.671      4.94                 34.671        
Ingoy              28.03.1983 125 4.42       34.458      4.42                 34.458        
Ingoy              10.04.1983 125 5.05       34.702      5.05                 34.702        
Ingoy              18.04.1983 125 5.15       34.734      5.15                 34.734        
Ingoy              07.05.1983 125 5.21       34.54       5.21                 34.54         
Ingoy              16.05.1983 125 5.18       34.647      5.18                 34.647        
Ingoy              23.05.1983 125 5.34       34.603      5.34                 34.603        
Ingoy              31.05.1983 125 5.75       34.617      5.75                 34.617        
Ingoy              08.06.1983 125 5.76       34.686      5.76                 34.686        
Ingoy              16.06.1983 125 6.04       34.694      6.04                 34.694        
Ingoy              24.06.1983 125 5.91       34.617      5.91                 34.617        
Ingoy              01.07.1983 125 6.27       34.356      6.27                 34.356        
Ingoy              09.07.1983 125 6.62       34.594      6.62                 34.594        
Ingoy              17.07.1983 125 7.47       34.581      7.47                 34.581        
Ingoy              12.08.1983 125 8.17       34.601      8.17                 34.601        
Ingoy              22.08.1983 125 8.52       34.287      8.52                 34.287        
Ingoy              03.09.1983 125 7.98       34.733      7.98                 34.733        
Ingoy              16.09.1983 125 8.19       34.574      8.19                 34.574        
Ingoy              30.09.1983 125 7.65       34.474      7.65                 34.474        
Ingoy              10.10.1983 125 7.68       34.789      7.68                 34.789        
Ingoy              19.10.1983 125 8.07       34.707      8.07                 34.707        
Ingoy              30.10.1983 125 5.83                   5.83                               
Ingoy              10.11.1983 125 6.49       34.293      6.49                 34.293        
Ingoy              21.11.1983 125 6.33       34.535      6.33                 34.535        
Ingoy              02.12.1983 125 6.2        34.479      6.2                  34.479        
Ingoy              15.12.1983 125 4.13                   4.13                               
Ingoy              28.12.1983 125 3.98                   3.98                               
Ingoy              07.01.1984 125 4.95                   4.95                               
Ingoy              16.01.1984 125 5.05       34.247      5.05                 34.247        
Ingoy              27.01.1984 125 3.81       34.009      3.81                 34.009        
Ingoy              06.02.1984 125 5.06       34.499      5.06                 34.499        
Ingoy              15.02.1984 125 5.05       34.562      5.05                 34.562        
Ingoy              24.02.1984 125 5.53       34.855      5.53                 34.855        
Ingoy              02.03.1984 125 4.85       34.55       4.85                 34.55         
Ingoy              10.03.1984 125 4.9        34.474      4.9                  34.474        
Ingoy              17.03.1984 125 4.97       34.589      4.97                 34.589        
Ingoy              25.03.1984 125 3.94       34.378      3.94                 34.378        
Ingoy              02.04.1984 125 4.83       34.853      4.83                 34.853        
Ingoy              09.04.1984 125 4.93       34.804      4.93                 34.804        
Ingoy              17.04.1984 125 4.99       34.785      4.99                 34.785        
Ingoy              25.04.1984 125 5          34.7        5                    34.7          
Ingoy              07.05.1984 125 4.98       34.489      4.98                 34.489        
Ingoy              15.05.1984 125 5.12       34.628      5.12                 34.628        
Ingoy              24.05.1984 125 4.99       34.435      4.99                 34.435        
Ingoy              01.06.1984 125 5.32       34.762      5.32                 34.762        
Ingoy              08.06.1984 125 5.54       34.913      5.54                 34.913        
Ingoy              20.06.1984 125 5.54       34.462      5.54                 34.462        
Ingoy              02.07.1984 125 5.77       34.553      5.77                 34.553        
Ingoy              14.07.1984 125 6.45       34.495      6.45                 34.495        
Ingoy              07.08.1984 125 0          34.589      0                    34.589        
Ingoy              20.08.1984 125 0          34.458      0                    34.458        
Ingoy              01.09.1984 125 6.65       34.89       6.65                 34.89         
Ingoy              12.09.1984 125 6.89       34.607      6.89                 34.607        
Ingoy              04.10.1984 125 7.26       34.697      7.26                 34.697        
Ingoy              18.10.1984 125 7.21       34.353      7.21                 34.353        
Ingoy              29.10.1984 125 6.57       34.388      6.57                 34.388        
Ingoy              07.11.1984 125 6.45       34.397      6.45                 34.397        
Ingoy              16.11.1984 125 6.79       34.875      6.79                 34.875        
Ingoy              27.11.1984 125 6.55       34.478      6.55                 34.478        
Ingoy              08.12.1984 125 6.25       34.705      6.25                 34.705        
Ingoy              17.12.1984 125 6.36                   6.36                               
Ingoy              28.12.1984 125 6.34                   6.34                               
Ingoy              08.01.1985 125 6.01       35.002      6.01                 35.002        
Ingoy              24.01.1985 125 5.09       34.593      5.09                 34.593        
Ingoy              02.02.1985 125 5.49       34.845      5.49                 34.845        
Ingoy              08.02.1985 125 4.18       34.348      4.18                 34.348        
Ingoy              17.02.1985 125 3.91       34.435      3.91                 34.435        
Ingoy              26.02.1985 125 3.49       34.373      3.49                 34.373        
Ingoy              03.03.1985 125 4.72       34.669      4.72                 34.669        
Ingoy              10.03.1985 125 4.26       34.433      4.26                 34.433        
Ingoy              17.03.1985 125 4.39       34.517      4.39                 34.517        
Ingoy              25.03.1985 125 4.92       34.86       4.92                 34.86         
Ingoy              03.04.1985 125 4.62       34.69       4.62                 34.69         
Ingoy              13.04.1985 125 4.68       34.735      4.68                 34.735        
Ingoy              20.04.1985 125 4.57       34.705      4.57                 34.705        
Ingoy              29.04.1985 125 4.34       34.608      4.34                 34.608        
Ingoy              08.05.1985 125 4.76       34.721      4.76                 34.721        
Ingoy              20.05.1985 125 4.71                   4.71                               
Ingoy              29.05.1985 125 4.16       34.391      4.16                 34.391        
Ingoy              09.06.1985 125 4.34       34.441      4.34                 34.441        
Ingoy              20.06.1985 125 5.08       34.464      5.08                 34.464        
Ingoy              29.06.1985 125 0          34.34       0                    34.34         
Ingoy              08.07.1985 125 6.14       34.803      6.14                 34.803        
Ingoy              16.07.1985 125 5.67       34.691      5.67                 34.691        
Ingoy              24.07.1985 125 5.68       34.843      5.68                 34.843        
Ingoy              14.08.1985 125 6.23                   6.23                               
Ingoy              24.08.1985 125 6.77       34.544      6.77                 34.544        
Ingoy              06.09.1985 125 6.8        34.521      6.8                  34.521        
Ingoy              18.09.1985 125 7.37       34.572      7.37                 34.572        
Ingoy              27.09.1985 125 7.46       34.663      7.46                 34.663        
Ingoy              06.10.1985 125 7.45       34.641      7.45                 34.641        
Ingoy              18.10.1985 125 6.99       34.653      6.99                 34.653        
Ingoy              29.10.1985 125 6.76       34.35       6.76                 34.35         
Ingoy              08.11.1985 125 6.47       34.765      6.47                 34.765        
Ingoy              17.11.1985 125 6.6        34.456      6.6                  34.456        
Ingoy              03.12.1985 125 6.2        34.335      6.2                  34.335        
Ingoy              15.12.1985 125 6.35       34.694      6.35                 34.694        
Ingoy              27.12.1985 125 5.22       34.531      5.22                 34.531        
Ingoy              06.01.1986 125 4.94       34.558      4.94                 34.558        
Ingoy              14.01.1986 125 4.86       34.471      4.86                 34.471        
Ingoy              25.01.1986 125 4.8        34.662      4.8                  34.662        
Ingoy              12.02.1986 125 4.02       34.369      4.02                 34.369        
Ingoy              27.02.1986 125 3.42       34.45       3.42                 34.45         
Ingoy              07.03.1986 125 3.3        34.471      3.3                  34.471        
Ingoy              14.03.1986 125 3.7        34.685      3.7                  34.685        
Ingoy              17.03.1986 125 4.05       34.694      4.05                 34.694        
Ingoy              26.03.1986 125 4.29       34.769      4.29                 34.769        
Ingoy              06.04.1986 125 4.09       34.721      4.09                 34.721        
Ingoy              19.04.1986 125 3.36       34.523      3.36                 34.523        
Ingoy              28.04.1986 125 4.19       34.772      4.19                 34.772        
Ingoy              09.05.1986 125 4.29       34.887      4.29                 34.887        
Ingoy              21.05.1986 125 4.79       34.787      4.79                 34.787        
Ingoy              02.06.1986 125 0          34.619      0                    34.619        
Ingoy              14.06.1986 125 5.25       34.657      5.25                 34.657        
Ingoy              26.06.1986 125 6.07       34.593      6.07                 34.593        
Ingoy              09.07.1986 125 6.05       34.427      6.05                 34.427        
Ingoy              24.07.1986 125 6.37       34.439      6.37                 34.439        
Ingoy              15.08.1986 125 6.34       34.756      6.34                 34.756        
Ingoy              24.08.1986 125 6.54       34.623      6.54                 34.623        
Ingoy              02.09.1986 125 7.05       34.573      7.05                 34.573        
Ingoy              10.09.1986 125 6.65       34.755      6.65                 34.755        
Ingoy              26.09.1986 125 6.84       34.645      6.84                 34.645        
Ingoy              08.10.1986 125 6.66       34.039      6.66                 34.039        
Ingoy              18.10.1986 125 5.44       34.812      5.44                 34.812        
Ingoy              29.10.1986 125 6.66       34.525      6.66                 34.525        
Ingoy              09.11.1986 125 6.47       34.341      6.47                 34.341        
Ingoy              20.11.1986 125 7.03       34.477      7.03                 34.477        
Ingoy              03.12.1986 125 5.9        34.742      5.9                  34.742        
Ingoy              17.12.1986 125 5.96       34.725      5.96                 34.725        
Ingoy              03.01.1987 125 4.78       34.377      4.78                 34.377        
Ingoy              15.01.1987 125 4.68       34.739      4.68                 34.739        
Ingoy              27.01.1987 125 3.49       34.323      3.49                 34.323        
Ingoy              08.02.1987 125 4.59       34.766      4.59                 34.766        
Ingoy              11.02.1987 125 2.77       34.299      2.77                 34.299        
Ingoy              21.02.1987 125 4.07       34.76       4.07                 34.76         
Ingoy              09.03.1987 125 3.96       34.652      3.96                 34.652        
Ingoy              18.03.1987 125 4.19       34.687      4.19                 34.687        
Ingoy              26.03.1987 125 4.21       34.729      4.21                 34.729        
Ingoy              03.04.1987 125 3.96       34.676      3.96                 34.676        
Ingoy              12.04.1987 125 4.02       34.55       4.02                 34.55         
Ingoy              23.04.1987 125 2.75       34.36       2.75                 34.36         
Ingoy              04.05.1987 125 3.17       34.335      3.17                 34.335        
Ingoy              15.05.1987 125 3.25       34.335      3.25                 34.335        
Ingoy              26.05.1987 125 3.92                   3.92                               
Ingoy              05.06.1987 125 4.63       34.819      4.63                 34.819        
Ingoy              16.06.1987 125 4.89       34.762      4.89                 34.762        
Ingoy              24.06.1987 125 5.03       34.865      5.03                 34.865        
Ingoy              03.07.1987 125 5.53                   5.53                               
Ingoy              14.07.1987 125 5.3        34.827      5.3                  34.827        
Ingoy              25.07.1987 125 4.89       34.601      4.89                 34.601        
Ingoy              09.08.1987 125 5.72       34.852      5.72                 34.852        
Ingoy              19.08.1987 125 5.65       34.702      5.65                 34.702        
Ingoy              29.08.1987 125 6.19       34.77       6.19                 34.77         
Ingoy              08.09.1987 125 6.55       34.766      6.55                 34.766        
Ingoy              18.09.1987 125 6.55       34.695      6.55                 34.695        
Ingoy              29.09.1987 125 6.81       34.613      6.81                 34.613        
Ingoy              09.10.1987 125 7.2        34.686      7.2                  34.686        
Ingoy              19.10.1987 125 7.55       34.713      7.55                 34.713        
Ingoy              30.10.1987 125 6.91       34.686      6.91                 34.686        
Ingoy              08.11.1987 125 6.96       34.733      6.96                 34.733        
Ingoy              17.11.1987 125 6.56       34.874      6.56                 34.874        
Ingoy              29.11.1987 125 5.24       34.411      5.24                 34.411        
Ingoy              12.12.1987 125 4.67       34.305      4.67                 34.305        
Ingoy              28.12.1987 125 4.81       34.176      4.81                 34.176        
Ingoy              09.01.1988 125 3.97                   3.97                               
Ingoy              20.01.1988 125 4.21                   4.21                               
Ingoy              03.02.1988 125 3.76                   3.76                               
Ingoy              12.02.1988 125 3.87       34.14       3.87                 34.14         
Ingoy              24.02.1988 125 5.1        34.78       5.1                  34.78         
Ingoy              06.03.1988 125 3.9                    3.9                                
Ingoy              15.03.1988 125 0                      0                                  
Ingoy              23.03.1988 125 3.75       34.105      3.75                 34.105        
Ingoy              02.04.1988 125 3.16       34.129      3.16                 34.129        
Ingoy              11.04.1988 125 4.99       34.658      4.99                 34.658        
Ingoy              19.04.1988 125 4.79       34.75       4.79                 34.75         
Ingoy              28.04.1988 125 5.29       34.874      5.29                 34.874        
Ingoy              06.05.1988 125 4.2        34.266      4.2                  34.266        
Ingoy              15.05.1988 125 4.29       34.252      4.29                 34.252        
Ingoy              24.05.1988 125 5.15       34.707      5.15                 34.707        
Ingoy              03.06.1988 125 4.07       34.137      4.07                 34.137        
Ingoy              12.06.1988 125 5.31       34.381      5.31                 34.381        
Ingoy              22.06.1988 125 5.37       34.394      5.37                 34.394        
Ingoy              01.07.1988 125 4.94       34.335      4.94                 34.335        
Ingoy              10.07.1988 125 7.07       34.262      7.07                 34.262        
Ingoy              18.07.1988 125 6.23       34.603      6.23                 34.603        
Ingoy              05.08.1988 125 5.89       34.467      5.89                 34.467        
Ingoy              14.08.1988 125 5.78       34.725      5.78                 34.725        
Ingoy              21.08.1988 125 6.18       34.831      6.18                 34.831        
Ingoy              30.08.1988 125 6.67       34.752      6.67                 34.752        
Ingoy              16.09.1988 125 7.23       34.533      7.23                 34.533        
Ingoy              27.09.1988 125 7.37                   7.37                               
Ingoy              13.10.1988 125 6.52       34.208      6.52                 34.208        
Ingoy              30.10.1988 125 6.99       34.283      6.99                 34.283        
Ingoy              09.11.1988 125 6.23       34.412      6.23                 34.412        
Ingoy              19.11.1988 125 5.64       33.996      5.64                 33.996        
Ingoy              03.12.1988 125 6.17       34.646      6.17                 34.646        
Ingoy              15.12.1988 125 5.62       34.372      5.62                 34.372        
Ingoy              28.12.1988 125 6.05       34.519      6.05                 34.519        
Ingoy              08.01.1989 125 0                      0                                  
Ingoy              19.01.1989 125 5.04       34.072      5.04                 34.072        
Ingoy              01.02.1989 125 5.57       34.541      5.57                 34.541        
Ingoy              15.02.1989 125 5.27       34.657      5.27                 34.657        
Ingoy              28.02.1989 125 5.39       34.69       5.39                 34.69         
Ingoy              12.03.1989 125 5.46       34.823      5.46                 34.823        
Ingoy              26.03.1989 125 5.62       34.494      5.62                 34.494        
Ingoy              05.04.1989 125 5.84       34.702      5.84                 34.702        
Ingoy              14.04.1989 125 5.94       34.674      5.94                 34.674        
Ingoy              27.04.1989 125 5.08       34.2        5.08                 34.2          
Ingoy              11.05.1989 125 6.25       34.497      6.25                 34.497        
Ingoy              29.05.1989 125 6.39       34.593      6.39                 34.593        
Ingoy              10.06.1989 125 6.2        34.466      6.2                  34.466        
Ingoy              21.06.1989 125 7.61       34.45       7.61                 34.45         
Ingoy              02.07.1989 125 7.25       34.425      7.25                 34.425        
Ingoy              13.07.1989 125 7.15       34.645      7.15                 34.645        
Ingoy              25.07.1989 125 7.38       34.619      7.38                 34.619        
Ingoy              09.08.1989 125 7.47       34.73       7.47                 34.73         
Ingoy              19.08.1989 125 7.57       34.206      7.57                 34.206        
Ingoy              02.09.1989 125 7.87       34.686      7.87                 34.686        
Ingoy              13.09.1989 125 7.8        34.525      7.8                  34.525        
Ingoy              21.09.1989 125 9.07       34.315      9.07                 34.315        
Ingoy              01.10.1989 125 8.56       34.305      8.56                 34.305        
Ingoy              09.10.1989 125 8.67       34.066      8.67                 34.066        
Ingoy              17.10.1989 125 8.5        34.419      8.5                  34.419        
Ingoy              26.10.1989 125 8.37       34.597      8.37                 34.597        
Ingoy              05.11.1989 125 8.35       34.385      8.35                 34.385        
Ingoy              11.11.1989 125 7.33       33.788      7.33                 33.788        
Ingoy              20.11.1989 125 7.41       34.056      7.41                 34.056        
Ingoy              30.11.1989 125 6.83       33.876      6.83                 33.876        
Ingoy              15.12.1989 125 6.19       34.635      6.19                 34.635        
Ingoy              28.12.1989 125 4.62       34.272      4.62                 34.272        
Ingoy              11.01.1990 125 6.17       34.662      6.17                 34.662        
Ingoy              21.01.1990 125 5.93       34.713      5.93                 34.713        
Ingoy              01.02.1990 125 5.1        34.227      5.1                  34.227        
Ingoy              13.02.1990 125 5.71       34.595      5.71                 34.595        
Ingoy              21.02.1990 125 5.84       34.905      5.84                 34.905        
Ingoy              01.03.1990 125 5.76       34.874      5.76                 34.874        
Ingoy              25.03.1990 125 4.91       34.391      4.91                 34.391        
Ingoy              10.04.1990 125 5.54       34.568      5.54                 34.568        
Ingoy              21.04.1990 125 6.11       34.921      6.11                 34.921        
Ingoy              02.05.1990 125 5.51       34.539      5.51                 34.539        
Ingoy              11.05.1990 125 6.18                   6.18                               
Ingoy              21.05.1990 125 6.17       34.789      6.17                 34.789        
Ingoy              01.06.1990 125 6.23       34.764      6.23                 34.764        
Ingoy              22.06.1990 125 6.46       34.713      6.46                 34.713        
Ingoy              05.07.1990 125 6.69       34.663      6.69                 34.663        
Ingoy              29.07.1990 125 7.38       34.507      7.38                 34.507        
Ingoy              10.08.1990 125 7.35       34.559      7.35                 34.559        
Ingoy              27.08.1990 125 7.32       34.791      7.32                 34.791        
Ingoy              03.09.1990 125 7.99       34.706      7.99                 34.706        
Ingoy              15.09.1990 125 8.15       34.685      8.15                 34.685        
Ingoy              26.09.1990 125 8.02       34.655      8.02                 34.655        
Ingoy              07.10.1990 125 8.04       34.606      8.04                 34.606        
Ingoy              18.10.1990 125 7.71       34.691      7.71                 34.691        
Ingoy              29.10.1990 125 7.8        34.634      7.8                  34.634        
Ingoy              10.11.1990 125 7.61       34.556      7.61                 34.556        
Ingoy              22.11.1990 125 6.95       34.393      6.95                 34.393        
Ingoy              02.12.1990 125 6.09       34.076      6.09                 34.076        
Ingoy              22.12.1990 125 0          34.116      0                    34.116        
Ingoy              11.01.1991 125 6.05       34.45       6.05                 34.45         
Ingoy              20.01.1991 125 6.07       34.497      6.07                 34.497        
Ingoy              02.02.1991 125 5.77       34.546      5.77                 34.546        
Ingoy              11.02.1991 125 5.83       34.821      5.83                 34.821        
Ingoy              20.02.1991 125 5.15       34.622      5.15                 34.622        
Ingoy              04.03.1991 125 4.31       34.397      4.31                 34.397        
Ingoy              13.03.1991 125 3.91       34.268      3.91                 34.268        
Ingoy              21.03.1991 125 4.21       34.384      4.21                 34.384        
Ingoy              03.04.1991 125 5.15       34.552      5.15                 34.552        
Ingoy              15.04.1991 125 5.04                   5.04                               
Ingoy              23.04.1991 125 4.78                   4.78                               
Ingoy              03.05.1991 125 4.69       34.42       4.69                 34.42         
Ingoy              11.05.1991 125 5.33       34.71       5.33                 34.71         
Ingoy              19.05.1991 125 5.42       34.703      5.42                 34.703        
Ingoy              27.05.1991 125 5.65       34.534      5.65                 34.534        
Ingoy              04.06.1991 125 5.91       34.75       5.91                 34.75         
Ingoy              14.06.1991 125 6.06       34.393      6.06                 34.393        
Ingoy              25.06.1991 125 6.2        34.432      6.2                  34.432        
Ingoy              01.07.1991 125 6.78       34.49       6.78                 34.49         
Ingoy              10.07.1991 125 6.82       34.391      6.82                 34.391        
Ingoy              21.07.1991 125 6.94       34.425      6.94                 34.425        
Ingoy              30.07.1991 125 7.17       34.34       7.17                 34.34         
Ingoy              09.08.1991 125 6.77       34.462      6.77                 34.462        
Ingoy              19.08.1991 125 6.91       34.634      6.91                 34.634        
Ingoy              28.08.1991 125 7.42       34.651      7.42                 34.651        
Ingoy              05.09.1991 125 7.54       34.597      7.54                 34.597        
Ingoy              14.09.1991 125 7.32       34.76       7.32                 34.76         
Ingoy              23.09.1991 125 8.36       34.4        8.36                 34.4          
Ingoy              06.10.1991 125 7.43       34.761      7.43                 34.761        
Ingoy              15.10.1991 125 7.67                   7.67                               
Ingoy              24.10.1991 125 7.28       34.411      7.28                 34.411        
Ingoy              03.11.1991 125 7.16       34.383      7.16                 34.383        
Ingoy              14.11.1991 125 7.12       34.418      7.12                 34.418        
Ingoy              23.11.1991 125 6.99       34.7        6.99                 34.7          
Ingoy              10.12.1991 125 6.35       34.696      6.35                 34.696        
Ingoy              19.12.1991 125 6.39       34.896      6.39                 34.896        
Ingoy              03.01.1992 125 5.31       34.493      5.31                 34.493        
Ingoy              14.01.1992 125 5.44       34.719      5.44                 34.719        
Ingoy              23.01.1992 125 5.36       34.656      5.36                 34.656        
Ingoy              02.02.1992 125 5.65       34.836      5.65                 34.836        
Ingoy              11.02.1992 125 5.49       34.663      5.49                 34.663        
Ingoy              22.02.1992 125 5.52       34.69       5.52                 34.69         
Ingoy              01.03.1992 125 5.55       34.716      5.55                 34.716        
Ingoy              09.03.1992 125 5.41       34.62       5.41                 34.62         
Ingoy              17.03.1992 125 5.28       34.65       5.28                 34.65         
Ingoy              26.03.1992 125 5.12       34.44       5.12                 34.44         
Ingoy              02.04.1992 125 4.41       34.381      4.41                 34.381        
Ingoy              10.04.1992 125 5.19       34.639      5.19                 34.639        
Ingoy              20.04.1992 125 5.36       34.677      5.36                 34.677        
Ingoy              30.04.1992 125 4.86       34.467      4.86                 34.467        
Ingoy              11.05.1992 125 5.55       34.7        5.55                 34.7          
Ingoy              20.05.1992 125 5.7        34.768      5.7                  34.768        
Ingoy              29.05.1992 125 5.83       34.644      5.83                 34.644        
Ingoy              08.06.1992 125 6.37       34.673      6.37                 34.673        
Ingoy              14.06.1992 125 6.4        34.687      6.4                  34.687        
Ingoy              23.06.1992 125 6.83       34.687      6.83                 34.687        
Ingoy              02.07.1992 125 6.77       34.445      6.77                 34.445        
Ingoy              11.07.1992 125 7          34.704      7                    34.704        
Ingoy              23.07.1992 125 6.96       34.709      6.96                 34.709        
Ingoy              01.08.1992 125 7.55       34.678      7.55                 34.678        
Ingoy              09.08.1992 125 7.06       34.492      7.06                 34.492        
Ingoy              17.08.1992 125 7.72       34.732      7.72                 34.732        
Ingoy              25.08.1992 125 7.61       34.712      7.61                 34.712        
Ingoy              04.09.1992 125 7.77       34.913      7.77                 34.913        
Ingoy              12.09.1992 125 7.82       34.735      7.82                 34.735        
Ingoy              21.09.1992 125 7.76       34.708      7.76                 34.708        
Ingoy              30.09.1992 125 7.6        34.865      7.6                  34.865        
Ingoy              09.10.1992 125 7.72       34.699      7.72                 34.699        
Ingoy              16.10.1992 125 7.6        34.605      7.6                  34.605        
Ingoy              25.10.1992 125 6.92       34.369      6.92                 34.369        
Ingoy              02.11.1992 125 6.92       34.757      6.92                 34.757        
Ingoy              11.11.1992 125 5.64       34.069      5.64                 34.069        
Ingoy              20.11.1992 125 5.56       34.078      5.56                 34.078        
Ingoy              01.12.1992 125 6.52       34.276      6.52                 34.276        
Ingoy              14.12.1992 125 6.06       34.595      6.06                 34.595        
Ingoy              29.12.1992 125 5.6        34.425      5.6                  34.425        
Ingoy              11.01.1993 125 5.81       34.832      5.81                 34.832        
Ingoy              22.01.1993 125 5.56       34.703      5.56                 34.703        
Ingoy              03.02.1993 125 5.63       34.79       5.63                 34.79         
Ingoy              16.02.1993 125 5.07       34.665      5.07                 34.665        
Ingoy              28.02.1993 125 5.46       34.828      5.46                 34.828        
Ingoy              05.04.1993 125 4.93       34.654      4.93                 34.654        
Ingoy              12.04.1993 125 5.01       34.693      5.01                 34.693        
Ingoy              27.04.1993 125 4.95       34.667      4.95                 34.667        
Ingoy              05.05.1993 125 5.25       34.877      5.25                 34.877        
Ingoy              13.05.1993 125 5.27       34.865      5.27                 34.865        
Ingoy              22.05.1993 125 5.29       34.799      5.29                 34.799        
Ingoy              01.06.1993 125 5.3        34.835      5.3                  34.835        
Ingoy              17.06.1993 125 5.527      34.708      5.527                34.708        
Ingoy              05.07.1993 125 5.852      34.816      5.862                34.86         
Ingoy              14.07.1993 125 5.498      34.698      5.538                34.604        
Ingoy              21.07.1993 125 5.921      34.849      5.931                34.924        
Ingoy              27.07.1993 125 5.956      34.964      5.956                -0.096        
Ingoy              03.08.1993 125 6.115      34.795      6.145                34.788        
Ingoy              13.08.1993 125 6.602      34.961      6.622                34.71         
Ingoy              19.08.1993 125 6.626      34.829      6.636                34.785        
Ingoy              26.08.1993 125 6.631      34.878      6.611                34.839        
Ingoy              01.09.1993 125 6.338      34.945      6.308                34.826        
Ingoy              07.09.1993 125 6.46       34.736      6.61                 34.719        
Ingoy              15.09.1993 125 6.889      34.87       6.909                34.82         
Ingoy              22.09.1993 125 6.659      34.978      0.629                -0.102        
Ingoy              30.09.1993 125 6.95       34.859      0.91                 -0.261        
Ingoy              07.10.1993 125 6.932      34.952      2.172                -0.167        
Ingoy              13.10.1993 125 7.07       34.805      2.07                 -0.325        
Ingoy              19.10.1993 125 6.422      34.968      0.892                -0.152        
Ingoy              03.11.1993 125 6.22       34.984      0.09                 -0.096        
Ingoy              10.11.1993 125 6.23       34.663      0.29                 -0.397        
Ingoy              17.11.1993 125 6.137      34.949      6.127                34.868        
Ingoy              24.11.1993 125 6.3        34.725      6.45                 34.457        
